         48591972 function calls (47954037 primitive calls) in 579.909 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 events.py:203(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 api.py:386(default_index)
        1    0.000    0.000    0.000    0.000 _misc.py:608(_Options)
       24    0.000    0.000    0.000    0.000 sysconfig.py:244(_subst_vars)
       77    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 random.py:147(OffsetBasedRNGTracker)
        4    0.000    0.000    0.000    0.000 blocks.py:2716(new_block)
        1    0.000    0.000    0.000    0.000 _web_request.py:15(WebRequest)
        1    0.000    0.000    0.000    0.000 dicts.py:514(DataClassVariable)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:308(wrapper)
        2    0.000    0.000    0.000    0.000 csvs.py:190(data_index)
       32    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        3    0.000    0.000    0.000    0.000 datetime.py:1673(__new__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:71(isposinf)
        1    0.000    0.000    0.000    0.000 eigen_symmetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:2061(Atom)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 independent.py:11(Independent)
        2    0.000    0.000    0.000    0.000 base.py:7688(maybe_extract_name)
       36    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 function.py:615(once_differentiable)
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        6    0.000    0.000    0.000    0.000 sym_node.py:1115(_make_node_sizes_strides)
        1    0.000    0.000    0.000    0.000 _internal.py:791(_default_formatter)
        1    0.000    0.000    0.000    0.000 patches.py:1488(CirclePolygon)
        1    0.000    0.000    0.000    0.000 figure.py:2142(_set_artist_props)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numbers.py:2268(__lt__)
        1    0.000    0.000    0.000    0.000 point.py:42(Point)
       40    0.000    0.000    0.000    0.000 _jit_internal.py:543(export)
        1    0.000    0.000    0.000    0.000 __init__.py:449(trace_add)
        3    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
       65    0.000    0.000    0.000    0.000 results.py:264(__bool__)
        1    0.000    0.000    0.000    0.000 ctx_base.py:24(StandardBaseContext)
       12    0.000    0.000    0.000    0.000 inspect.py:1749(currentframe)
        1    0.000    0.000    0.000    0.000 _logical_location.py:12(LogicalLocation)
       46    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1206(asinh)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:365(cosh)
        1    0.000    0.000    0.000    0.000 callback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:476(WinError)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
      156    0.000    0.000    0.000    0.000 core.py:807(postParse)
       51    0.000    0.000    0.000    0.000 text.py:246(_get_multialignment)
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
        1    0.000    0.000    0.000    0.000 __init__.py:1096(ByteStorage)
        1    0.000    0.000    0.000    0.000 frontend.py:828(ExprBuilder)
        1    0.000    0.000    0.000    0.000 win32.py:118(GetConsoleScreenBufferInfo)
        1    0.000    0.000    0.000    0.000 core.py:3883(And)
        8    0.000    0.000    0.000    0.000 axis.py:1091(<dictcomp>)
        1    0.000    0.000    0.000    0.000 function.py:1017(Derivative)
       43    0.000    0.000    0.000    0.000 __init__.py:1937(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        6    0.000    0.000    0.000    0.000 __init__.py:1402(_fixupChildren)
       23    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:1024(CatTransform)
        1    0.000    0.000    0.000    0.000 multinomial.py:11(Multinomial)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1681(sec)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:611(tanh)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 model.py:2045(parse)
      102    0.000    0.000    0.000    0.000 {built-in method math.radians}
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 tarfile.py:1615(TarFile)
        6    0.000    0.000    0.000    0.000 __init__.py:1125(_check)
        9    0.000    0.000    0.000    0.000 pythonmpq.py:93(_new_check)
        1    0.000    0.000    0.000    0.000 convolutions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1135(_get_devnull)
        9    0.000    0.000    0.000    0.000 simple_registry.py:41(__init__)
       17    0.000    0.000    0.000    0.000 ctx_mp_python.py:597(make_mpf)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:824(coth)
      128    0.000    0.000    0.000    0.000 inspect.py:2747(annotation)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 _notification.py:18(Notification)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2088(asin)
        3    0.000    0.000    0.000    0.000 core.py:706(add_parse_action)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
       80    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 Image.py:3789(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1536(find_distributions)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:10(MixtureSameFamily)
       14    0.000    0.000    0.000    0.000 ctx_mp_python.py:336(__new__)
        1    0.000    0.000    0.000    0.000 boolalg.py:1264(Equivalent)
        1    0.000    0.000    0.000    0.000 nested_tensor.py:29(NestedTensor)
       16    0.000    0.000    0.000    0.000 {method 'new_block' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 _atfork.py:21(register_after_fork)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 tokenize.py:616(generate_tokens)
        2    0.000    0.000    0.000    0.000 range.py:237(_data)
        1    0.000    0.000    0.000    0.000 replay_record.py:45(ExecutionRecorder)
        1    0.000    0.000    0.000    0.000 sets.py:1891(FiniteSet)
        1    0.000    0.000    0.000    0.000 powerset.py:10(PowerSet)
       37    0.000    0.000    0.000    0.000 __init__.py:1002(_make_elementwise_binary_reference)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2318(acos)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3195(acsc)
        1    0.000    0.000    0.000    0.000 random.py:358(randint)
        1    0.000    0.000    0.000    0.000 memory_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1830(asech)
        1    0.000    0.000    0.000    0.000 user_defined.py:426(UserDefinedObjectVariable)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        3    0.000    0.000    0.000    0.000 rcsetup.py:249(validate_backend)
        1    0.000    0.000    0.000    0.000 numpy_.py:48(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 art3d.py:641(Path3DCollection)
        1    0.000    0.000    0.000    0.000 pycode.py:665(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 bessel.py:1488(airybi)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
       18    0.000    0.000    0.000    0.000 base.py:520(register)
        7    0.000    0.000    0.000    0.000 __init__.py:520(_cmpkey)
        1    0.000    0.000    0.000    0.000 figure.py:3228(add_axobserver)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1544(atanh)
        1    0.000    0.000    0.000    0.000 utils.py:72(is_functional_schema)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 _tzpath.py:5(reset_tzpath)
        3    0.000    0.000    0.000    0.000 _internal.py:114(get_log_qnames)
        1    0.000    0.000    0.000    0.000 schemas.py:96(InputAliasInfo)
        2    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:779(FastPath)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 rnn.py:167(flatten_parameters)
        1    0.000    0.000    0.000    0.000 order_enforcing.py:37(__init__)
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       12    0.000    0.000    0.000    0.000 getlimits.py:709(max)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1070(csch)
        1    0.000    0.000    0.000    0.000 error_functions.py:2489(fresnelc)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 core.py:246(Wrapper)
       14    0.000    0.000    0.000    0.000 Image.py:3669(register_extension)
        2    0.000    0.000    0.000    0.000 ctx_base.py:52(_init_aliases)
        1    0.000    0.000    0.000    0.000 primetest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reference.py:14(ReferenceAnalysis)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2977(asec)
       27    0.000    0.000    0.000    0.000 {built-in method math.log10}
        4    0.000    0.000    0.000    0.000 axis.py:848(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _version_control_details.py:15(VersionControlDetails)
        1    0.000    0.000    0.000    0.000 _result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.000    0.000 decompogen.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:1835(construct_from_string)
        2    0.000    0.000    0.000    0.000 cache.py:123(_getenv)
        1    0.000    0.000    0.000    0.000 _stack_frame.py:12(StackFrame)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeutils.py:37(__do_timings)
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sharding_prop.py:36(__init__)
       68    0.000    0.000    0.000    0.000 fake_impls.py:129(register_op_impl)
        6    0.000    0.000    0.000    0.000 Image.py:3607(register_open)
       14    0.000    0.000    0.000    0.000 dispatcher.py:113(__init__)
        1    0.000    0.000    0.000    0.000 symbol.py:476(Wild)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1782(csc)
       70    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
        1    0.000    0.000    0.000    0.000 blocks.py:2645(maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 config.py:330(default_debug_dir_root)
       38    0.000    0.000    0.000    0.000 {method 'putpixel' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:2391(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 _mathtext.py:749(StixFonts)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1370(acosh)
        1    0.000    0.000    0.000    0.000 functions.py:558(SkipFunctionVariable)
        1    0.000    0.000    0.000    0.000 model.py:1392(__post_init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 rationalfield.py:14(RationalField)
       72    0.000    0.000    0.000    0.000 inspect.py:729(getmro)
        1    0.000    0.000    0.000    0.000 _semi_structured_conversions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reductions.py:151(<dictcomp>)
       22    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1696(acoth)
       57    0.000    0.000    0.000    0.000 <frozen os>:697(__iter__)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        5    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        1    0.000    0.000    0.000    0.000 deutils.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _utils.py:926(queue_seed_all)
       20    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.000    0.000 std.py:110(__enter__)
        3    0.000    0.000    0.000    0.000 inverselaplace.py:668(__init__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:2012(acsch)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2170(decorator)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 __init__.py:281(DeprecatedList)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
       54    0.000    0.000    0.000    0.000 decorators.py:12(_sympifyit)
        1    0.000    0.000    0.000    0.000 _graph_traversal.py:16(GraphTraversal)
        1    0.000    0.000    0.000    0.000 _edge.py:12(Edge)
        1    0.000    0.000    0.000    0.000 _rectangle.py:12(Rectangle)
        1    0.000    0.000    0.000    0.000 _atfork.py:8(_register)
        1    0.000    0.000    0.000    0.000 managers.py:903(BlockManager)
        1    0.000    0.000    0.000    0.000 densearith.py:1(<module>)
       34    0.000    0.000    0.000    0.000 backend_agg.py:260(points_to_pixels)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:873(is_pass)
       30    0.000    0.000    0.000    0.000 wrappers.py:234(<listcomp>)
        7    0.000    0.000    0.000    0.000 patches.py:301(set_antialiased)
        1    0.000    0.000    0.000    0.000 grouper.py:66(Grouper)
        1    0.000    0.000    0.000    0.000 _json.py:818(JsonReader)
        1    0.000    0.000    0.000    0.000 _translation_metadata.py:15(TranslationMetadata)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1141(sech)
       10    0.000    0.000    0.000    0.000 optimizer.py:135(_get_scalar_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:27(_apply)
        3    0.000    0.000    0.000    0.000 {built-in method torch._C.wrap_int}
        1    0.000    0.000    0.000    0.000 _serialization.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fake_tensor.py:105(ordered_set)
        1    0.000    0.000    0.000    0.000 scanner.py:359(fetch_stream_start)
       23    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        9    0.000    0.000    0.000    0.000 managers.py:2177(_grouping_func)
        1    0.000    0.000    0.000    0.000 random.py:480(choices)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:2023(InstructionTranslator)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:9(PythonRationalField)
        1    0.000    0.000    0.000    0.000 matmul.py:24(MatMul)
        1    0.000    0.000    0.000    0.000 gosper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:16(SarifLog)
      119    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 __init__.py:1183(check_pin_memory)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        9    0.000    0.000    0.000    0.000 axis.py:2218(<genexpr>)
        1    0.000    0.000    0.000    0.000 products.py:17(Product)
        2    0.000    0.000    0.000    0.000 _datasource.py:417(_sanitize_relative_path)
       24    0.000    0.000    0.000    0.000 text.py:432(<listcomp>)
        1    0.000    0.000    0.000    0.000 sql.py:1602(SQLDatabase)
        1    0.000    0.000    0.000    0.000 _tool_component_reference.py:12(ToolComponentReference)
        1    0.000    0.000    0.000    0.000 linear.py:17(LinearPackedParams)
        2    0.000    0.000    0.000    0.000 rcsetup.py:421(validate_whiskers)
        4    0.000    0.000    0.000    0.000 core.py:5189(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 glob.py:222(has_magic)
       24    0.000    0.000    0.000    0.000 ctx_iv.py:397(make_mpf)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 sets.py:1763(EmptySet)
        1    0.000    0.000    0.000    0.000 bessel.py:970(yn)
       76    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.set_debug_level_from_env}
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
       18    0.000    0.000    0.000    0.000 _internal.py:826(_clear_handlers)
       11    0.000    0.000    0.000    0.000 construction.py:735(_sanitize_str_dtypes)
        1    0.000    0.000    0.000    0.000 collections.py:1768(EllipseCollection)
        6    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
        1    0.000    0.000    0.000    0.000 array_manager.py:101(BaseArrayManager)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 sparse.py:9(Embedding)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:455(chunk_IDAT)
        2    0.000    0.000    0.000    0.000 range.py:1009(__getitem__)
        1    0.000    0.000    0.000    0.000 nn_module.py:636(UnspecializedNNModuleVariable)
       16    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:206(<dictcomp>)
       80    0.000    0.000    0.000    0.000 multiarray.py:741(dot)
        1    0.000    0.000    0.000    0.000 shape_base.py:219(vstack)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        1    0.000    0.000    0.000    0.000 mock.py:1994(<setcomp>)
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:410(<lambda>)
        1    0.000    0.000    0.000    0.000 _infra.py:45(Tag)
        1    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        5    0.000    0.000    0.000    0.000 _datasource.py:130(keys)
        1    0.000    0.000    0.000    0.000 nadam.py:10(NAdam)
        1    0.000    0.000    0.000    0.000 _state.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3750(get_ybound)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        3    0.000    0.000    0.000    0.000 subprocess.py:1414(_make_inheritable)
        1    0.000    0.000    0.000    0.000 sgd.py:10(SGD)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
       20    0.000    0.000    0.000    0.000 transforms.py:252(y0)
        1    0.000    0.000    0.000    0.000 core.py:326(condition_as_parse_action)
       80    0.000    0.000    0.000    0.000 markers.py:279(get_fillstyle)
        1    0.000    0.000    0.000    0.000 patches.py:936(PathPatch)
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
        8    0.000    0.000    0.000    0.000 ops.py:196(lookup_jagged)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
        5    0.000    0.000    0.000    0.000 _torch_docs.py:27(merge_dicts)
        1    0.000    0.000    0.000    0.000 win32.py:177(SetConsoleMode)
        1    0.000    0.000    0.000    0.000 facts.py:95(deduce_alpha_implications)
        1    0.000    0.000    0.000    0.000 codeprinter.py:48(CodePrinter)
        1    0.000    0.000    0.000    0.000 bessel.py:1036(SphericalHankelBase)
        1    0.000    0.000    0.000    0.000 _suppression.py:12(Suppression)
       97    0.000    0.000    0.000    0.000 _pytree.py:378(_list_flatten)
        1    0.000    0.000    0.000    0.000 rnn.py:62(RNNBase)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
       18    0.000    0.000    0.000    0.000 PngImagePlugin.py:717(_accept)
        1    0.000    0.000    0.000    0.000 offsetbox.py:906(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 _location.py:19(Location)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       12    0.000    0.000    0.000    0.000 functools.py:355(__init__)
        1    0.000    0.000    0.000    0.000 _getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exception.py:16(Exception)
        1    0.000    0.000    0.000    0.000 external_utils.py:29(wrap_inline)
       11    0.000    0.000    0.000    0.000 {built-in method _ctypes.get_last_error}
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        1    0.000    0.000    0.000    0.000 batch_norm_replacement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
        1    0.000    0.000    0.000    0.000 font_manager.py:982(FontManager)
        1    0.000    0.000    0.000    0.000 art3d.py:183(Line3D)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
       21    0.000    0.000    0.000    0.000 __init__.py:478(<genexpr>)
        1    0.000    0.000    0.000    0.000 apply.py:1134(FrameRowApply)
        1    0.000    0.000    0.000    0.000 polyutils.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 finite_diff.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:3058(_setup)
       15    0.000    0.000    0.000    0.000 dtypes.py:342(construct_from_string)
        1    0.000    0.000    0.000    0.000 vectorize_action.py:48(VectorizeLambdaActionV0)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:13(Embedding)
       73    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
       41    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
       26    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:212(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 registration.py:306(find_highest_version)
        1    0.000    0.000    0.000    0.000 __init__.py:984(distributions)
        1    0.000    0.000    0.000    0.000 single.py:42(SingleODEProblem)
        1    0.000    0.000    0.000    0.000 ssl.py:484(SSLContext)
       23    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
       14    0.000    0.000    0.000    0.000 _binary.py:111(o32be)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:195(fibonacci)
        1    0.000    0.000    0.000    0.000 _node.py:17(Node)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:936(setLevel)
        1    0.000    0.000    0.000    0.000 rcsetup.py:256(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 collections.py:1909(TriMesh)
        6    0.000    0.000    0.000    0.000 patches.py:270(get_patch_transform)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
       12    0.000    0.000    0.000    0.000 domain.py:403(convert)
       20    0.000    0.000    0.000    0.000 inspect.py:3056(<genexpr>)
        8    0.000    0.000    0.000    0.000 _config_module.py:132(__setattr__)
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:236(<lambda>)
        1    0.000    0.000    0.000    0.000 _physical_location.py:17(PhysicalLocation)
       36    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       58    0.000    0.000    0.000    0.000 _utils.py:836(__init__)
       60    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
        1    0.000    0.000    0.000    0.000 adamw.py:13(AdamW)
       55    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
        2    0.000    0.000    0.000    0.000 libmpi.py:454(mpi_from_str)
        1    0.000    0.000    0.000    0.000 loss.py:1525(TripletMarginWithDistanceLoss)
        3    0.000    0.000    0.000    0.000 artist.py:754(set_clip_box)
        3    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1514(_windowingsystem)
       68    0.000    0.000    0.000    0.000 text.py:292(get_transform_rotates_text)
        3    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_nested_int}
       36    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
        1    0.000    0.000    0.000    0.000 boolalg.py:64(Boolean)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 _location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.000    0.000 _decomposition_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:111(RNNCell)
        1    0.000    0.000    0.000    0.000 managers.py:1825(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 mathml.py:580(MathMLPresentationPrinter)
        1    0.000    0.000    0.000    0.000 continued_fraction.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ordinals.py:81(__new__)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:40(_restore_foreground_window_at_end)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       24    0.000    0.000    0.000    0.000 patches.py:2269(<genexpr>)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1475(TorchPatcher)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:426(_reduce_with_dtype)
       74    0.000    0.000    0.000    0.000 fromnumeric.py:195(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 emitter.py:38(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:3342(Table)
        1    0.000    0.000    0.000    0.000 tensor.py:75(TensorVariable)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:12(RunAutomationDetails)
        9    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.000    0.000 adagrad.py:12(Adagrad)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
        3    0.000    0.000    0.000    0.000 threading.py:243(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       23    0.000    0.000    0.000    0.000 __init__.py:438(<dictcomp>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:82(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 __init__.py:731(DistributionFinder)
        1    0.000    0.000    0.000    0.000 matadd.py:19(MatAdd)
        5    0.000    0.000    0.000    0.000 contextlib.py:539(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 _base.py:3800(get_ylim)
        2    0.000    0.000    0.000    0.000 mpelements.py:94(_make_tol)
        1    0.000    0.000    0.000    0.000 quaternion.py:57(Quaternion)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 is_from_package.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:13(TransformedDistribution)
