         48591972 function calls (47954037 primitive calls) in 579.909 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   200017    0.086    0.000    0.086    0.000 {built-in method math.sqrt}
     2553    0.005    0.000    0.086    0.000 utils.py:561(unwrap_with_attr_name_if_wrapper)
        1    0.086    0.086    0.086    0.086 {built-in method _tkinter.create}
       18    0.000    0.000    0.085    0.005 trace_rules.py:3252(add)
207131/207129    0.084    0.000    0.084    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.084    0.084 offsetbox.py:1(<module>)
    25008    0.083    0.000    0.083    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.080    0.040 GifImagePlugin.py:736(_save_all)
        2    0.000    0.000    0.080    0.040 GifImagePlugin.py:740(_save)
        2    0.002    0.001    0.080    0.040 GifImagePlugin.py:616(_write_multiple_frames)
     1822    0.012    0.000    0.080    0.000 library.py:113(impl)
        1    0.000    0.000    0.079    0.079 axes3d.py:1(<module>)
     4467    0.004    0.000    0.078    0.000 <frozen importlib._bootstrap>:392(cached)
    85176    0.060    0.000    0.078    0.000 inspect.py:292(isclass)
        1    0.000    0.000    0.078    0.078 graph_drawer.py:1(<module>)
        1    0.000    0.000    0.076    0.076 colors.py:1(<module>)
        1    0.000    0.000    0.075    0.075 hub.py:1(<module>)
     5094    0.010    0.000    0.075    0.000 inspect.py:1808(getattr_static)
      525    0.001    0.000    0.075    0.000 __init__.py:173(decomposition_decorator)
        1    0.000    0.000    0.075    0.075 shape_prop.py:1(<module>)
   120060    0.075    0.000    0.075    0.000 {built-in method torch.is_grad_enabled}
     2275    0.005    0.000    0.074    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      434    0.001    0.000    0.073    0.000 basic.py:116(__init_subclass__)
       89    0.000    0.000    0.073    0.001 dispatcher.py:178(add)
      435    0.035    0.000    0.073    0.000 assumptions.py:614(_prepare_class_assumptions)
        2    0.000    0.000    0.073    0.037 info.py:50(get)
        2    0.000    0.000    0.073    0.037 frame.py:694(__init__)
        2    0.000    0.000    0.073    0.036 construction.py:423(dict_to_mgr)
       89    0.000    0.000    0.073    0.001 dispatcher.py:222(reorder)
        1    0.005    0.005    0.072    0.072 {built-in method torch._C._initExtension}
      315    0.001    0.000    0.072    0.000 _compiler.py:573(_code)
    20036    0.055    0.000    0.071    0.000 buffer.py:34(add)
    20002    0.051    0.000    0.071    0.000 eval_frame.py:119(backend_cache_manager)
      126    0.003    0.000    0.070    0.001 __init__.py:261(_make_prim)
        2    0.000    0.000    0.070    0.035 writer.py:58(save_model)
      954    0.001    0.000    0.070    0.000 artist.py:1542(is_alias)
        2    0.000    0.000    0.069    0.035 serialization.py:574(save)
52382/51496    0.051    0.000    0.069    0.000 {built-in method __new__ of type object at 0x00007FFDEBFDDF90}
        1    0.000    0.000    0.069    0.069 patches.py:1(<module>)
   176364    0.069    0.000    0.069    0.000 {method 'endswith' of 'str' objects}
    20002    0.035    0.000    0.068    0.000 buffer.py:45(get_episode_and_reset)
   232107    0.067    0.000    0.067    0.000 {built-in method builtins.id}
     4397    0.007    0.000    0.067    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
 1184/825    0.001    0.000    0.066    0.000 typing.py:486(__getitem__)
    45807    0.058    0.000    0.066    0.000 inspect.py:283(ismodule)
      539    0.000    0.000    0.066    0.000 __init__.py:182(register)
   220188    0.066    0.000    0.066    0.000 {function _ParameterMeta.__instancecheck__ at 0x00000286A4650540}
    20000    0.043    0.000    0.065    0.000 _foreach_utils.py:12(_get_fused_kernels_supported_devices)
     5768    0.005    0.000    0.065    0.000 __init__.py:173(search)
      223    0.025    0.000    0.065    0.000 artist.py:1517(get_setters)
        2    0.000    0.000    0.065    0.032 python.py:1(<module>)
        5    0.000    0.000    0.065    0.013 trace_rules.py:3247(_recompile_re)
        1    0.000    0.000    0.064    0.064 _jit_internal.py:1(<module>)
    20002    0.031    0.000    0.063    0.000 buffer.py:23(__init__)
     1563    0.021    0.000    0.063    0.000 inspect.py:2333(_signature_from_function)
        1    0.000    0.000    0.063    0.063 pyplot.py:439(_warn_if_gui_out_of_main_thread)
        3    0.000    0.000    0.063    0.021 pyplot.py:270(_get_backend_mod)
        2    0.000    0.000    0.063    0.031 batchnorm.py:1(<module>)
      6/1    0.000    0.000    0.063    0.063 pyplot.py:284(switch_backend)
        2    0.000    0.000    0.063    0.031 expr.py:1(<module>)
        1    0.000    0.000    0.062    0.062 _fontconfig_pattern.py:1(<module>)
        2    0.003    0.002    0.060    0.030 base.py:475(__new__)
      268    0.002    0.000    0.060    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        1    0.000    0.000    0.059    0.059 polytools.py:1(<module>)
        3    0.000    0.000    0.059    0.020 numbers.py:1(<module>)
    23540    0.059    0.000    0.059    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.059    0.029 array.py:1(<module>)
      821    0.005    0.000    0.058    0.000 typing.py:665(Union)
        2    0.000    0.000    0.058    0.029 _functions.py:1(<module>)
        9    0.000    0.000    0.057    0.006 _base.py:729(__init_subclass__)
        6    0.000    0.000    0.056    0.009 axis.py:1270(_update_ticks)
        1    0.000    0.000    0.056    0.056 immutable.py:1(<module>)
    20000    0.055    0.000    0.055    0.000 {method 'long' of 'torch._C.TensorBase' objects}
 2153/315    0.022    0.000    0.055    0.000 _compiler.py:37(_compile)
    66704    0.040    0.000    0.053    0.000 inspect.py:946(<genexpr>)
    40004    0.053    0.000    0.053    0.000 buffer.py:26(reset)
        8    0.000    0.000    0.053    0.007 base.py:1(<module>)
     1822    0.039    0.000    0.052    0.000 {built-in method torch._C.impl}
        1    0.000    0.000    0.052    0.052 point.py:1(<module>)
        1    0.000    0.000    0.051    0.051 builtin.py:1(<module>)
        2    0.000    0.000    0.051    0.025 constructor.py:1(<module>)
      265    0.003    0.000    0.051    0.000 dataclasses.py:528(_init_fn)
        1    0.000    0.000    0.049    0.049 entity.py:1(<module>)
        2    0.000    0.000    0.049    0.024 serialization.py:495(_open_zipfile_writer)
        2    0.049    0.024    0.049    0.024 serialization.py:460(__init__)
      689    0.008    0.000    0.049    0.000 textwrap.py:419(dedent)
        5    0.000    0.000    0.048    0.010 config.py:1(<module>)
        1    0.000    0.000    0.048    0.048 mock.py:1(<module>)
        1    0.000    0.000    0.048    0.048 pyplot.py:3582(plot)
    20036    0.047    0.000    0.047    0.000 maze.py:157(_goal_test)
        1    0.000    0.000    0.047    0.047 index_tricks.py:1(<module>)
    82842    0.047    0.000    0.047    0.000 rnn.py:828(permute_hidden)
        1    0.000    0.000    0.046    0.046 debug_prims.py:1(<module>)
   132915    0.043    0.000    0.046    0.000 {built-in method builtins.setattr}
    20005    0.045    0.000    0.045    0.000 __init__.py:1720(getEffectiveLevel)
        6    0.000    0.000    0.045    0.008 axis.py:1606(get_major_ticks)
        3    0.000    0.000    0.045    0.015 function.py:1(<module>)
      519    0.004    0.000    0.044    0.000 typing.py:1570(__getitem__)
      136    0.001    0.000    0.044    0.000 _docstring.py:38(__call__)
        1    0.000    0.000    0.044    0.044 art3d.py:1(<module>)
52500/52330    0.043    0.000    0.044    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.043    0.043 impl.py:1(<module>)
  126/115    0.000    0.000    0.043    0.000 _docstring.py:79(__call__)
        2    0.000    0.000    0.043    0.022 indexing.py:1(<module>)
      767    0.002    0.000    0.043    0.000 typing.py:1579(copy_with)
    25008    0.043    0.000    0.043    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.043    0.043 mul.py:1(<module>)
     1018    0.006    0.000    0.042    0.000 _ops.py:905(__getattr__)
     2486    0.004    0.000    0.042    0.000 <frozen importlib._bootstrap>:169(__enter__)
    44190    0.035    0.000    0.042    0.000 inspect.py:378(isfunction)
       38    0.000    0.000    0.042    0.001 GifImagePlugin.py:483(_normalize_mode)
     6149    0.021    0.000    0.042    0.000 tokenize.py:433(_tokenize)
     2062    0.039    0.000    0.041    0.000 _ops.py:547(__init__)
        1    0.000    0.000    0.041    0.041 request.py:1(<module>)
        1    0.000    0.000    0.041    0.041 pyplot.py:2538(gca)
        1    0.000    0.000    0.041    0.041 figure.py:1647(gca)
        1    0.000    0.000    0.041    0.041 figure.py:658(add_subplot)
    40161    0.029    0.000    0.041    0.000 inspect.py:456(istraceback)
        1    0.000    0.000    0.041    0.041 _base.py:569(__init__)
       30    0.007    0.000    0.041    0.001 __init__.py:860(_rc_params_in_file)
     9766    0.024    0.000    0.040    0.000 inspect.py:2686(__init__)
       43    0.000    0.000    0.040    0.001 dispatcher.py:147(_)
     1907    0.007    0.000    0.040    0.000 typing_extensions.py:3029(_collect_parameters)
     4476    0.008    0.000    0.040    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
   125115    0.040    0.000    0.040    0.000 {built-in method builtins.divmod}
       23    0.000    0.000    0.039    0.002 axis.py:1555(_get_tick)
     2276    0.007    0.000    0.039    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
    20000    0.039    0.000    0.039    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
        1    0.000    0.000    0.039    0.039 defmatrix.py:1(<module>)
        2    0.000    0.000    0.039    0.019 writer.py:95(save_info)
        2    0.000    0.000    0.039    0.019 _decorators.py:325(wrapper)
        2    0.000    0.000    0.039    0.019 generic.py:3797(to_csv)
    40000    0.038    0.000    0.038    0.000 _reduction.py:7(get_enum)
      268    0.007    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
        2    0.000    0.000    0.038    0.019 model.py:1(<module>)
        2    0.000    0.000    0.038    0.019 format.py:965(to_csv)
        1    0.000    0.000    0.038    0.038 sympify.py:1(<module>)
    40540    0.031    0.000    0.038    0.000 inspect.py:300(ismethod)
    60002    0.038    0.000    0.038    0.000 {built-in method torch._C._has_torch_function}
     6962    0.021    0.000    0.037    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     5094    0.012    0.000    0.037    0.000 inspect.py:1778(_check_class)
99054/99045    0.032    0.000    0.037    0.000 {method 'join' of 'str' objects}
      415    0.005    0.000    0.037    0.000 wrappers.py:221(_out_wrapper)
        1    0.000    0.000    0.036    0.036 exc.py:1(<module>)
       89    0.000    0.000    0.036    0.000 conflict.py:24(ambiguities)
       26    0.000    0.000    0.036    0.001 _jit_internal.py:860(_check_overload_body)
       89    0.008    0.000    0.036    0.000 conflict.py:27(<setcomp>)
      223    0.022    0.000    0.036    0.000 artist.py:1453(<listcomp>)
        1    0.000    0.000    0.036    0.036 __init__.py:169(_load_global_deps)
        2    0.000    0.000    0.036    0.018 platform.py:914(system)
        1    0.000    0.000    0.036    0.036 numerictypes.py:1(<module>)
        2    0.000    0.000    0.036    0.018 platform.py:825(uname)
       26    0.000    0.000    0.036    0.001 _sources.py:119(parse_def)
       89    0.001    0.000    0.036    0.000 conflict.py:56(ordering)
        1    0.000    0.000    0.036    0.036 map.py:1(<module>)
   145270    0.036    0.000    0.036    0.000 {method 'items' of 'dict' objects}
   100008    0.036    0.000    0.036    0.000 {built-in method torch._C._has_torch_function_unary}
    40157    0.029    0.000    0.036    0.000 inspect.py:466(isframe)
        1    0.000    0.000    0.036    0.036 _base.py:1381(clear)
        1    0.000    0.000    0.036    0.036 _base.py:1254(__clear)
        3    0.000    0.000    0.036    0.012 linalg.py:1(<module>)
    15279    0.029    0.000    0.035    0.000 inspect.py:1794(_shadowed_dict)
       37    0.000    0.000    0.035    0.001 core.py:59(_)
        1    0.000    0.000    0.035    0.035 slice.py:1(<module>)
     4192    0.016    0.000    0.035    0.000 typing.py:168(_type_check)
        1    0.000    0.000    0.034    0.034 aot_autograd.py:1(<module>)
    20000    0.034    0.000    0.034    0.000 {built-in method torch._C._are_functorch_transforms_active}
       12    0.000    0.000    0.034    0.003 _docstring.py:51(__missing__)
  213/175    0.002    0.000    0.034    0.000 Image.py:940(convert)
        2    0.000    0.000    0.033    0.017 loader.py:1(<module>)
        1    0.000    0.000    0.033    0.033 reinplace.py:1(<module>)
        1    0.000    0.000    0.033    0.033 matexpr.py:1(<module>)
     1018    0.033    0.000    0.033    0.000 {built-in method torch._C._jit_get_operation}
        1    0.000    0.000    0.033    0.033 backend_tkagg.py:1(<module>)
     4716    0.003    0.000    0.032    0.000 {built-in method builtins.sorted}
    25005    0.032    0.000    0.032    0.000 utils.py:108(__init__)
    80038    0.032    0.000    0.032    0.000 {method 'values' of 'collections.OrderedDict' objects}
    16406    0.026    0.000    0.032    0.000 typing.py:1252(_is_dunder)
    20002    0.025    0.000    0.032    0.000 utils.py:435(hashable)
       26    0.000    0.000    0.032    0.001 _sources.py:11(get_source_lines_and_file)
     9965    0.032    0.000    0.032    0.000 {method 'search' of 're.Pattern' objects}
    40121    0.026    0.000    0.032    0.000 inspect.py:480(iscode)
       47    0.000    0.000    0.032    0.001 traceback.py:217(extract_stack)
        1    0.000    0.000    0.032    0.032 client.py:1(<module>)
     2285    0.032    0.000    0.032    0.000 {method '__exit__' of '_io._IOBase' objects}
       47    0.000    0.000    0.032    0.001 traceback.py:372(extract)
       47    0.002    0.000    0.031    0.001 traceback.py:394(_extract_from_extended_frame_gen)
    25009    0.031    0.000    0.031    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.031    0.031 _backend_tk.py:1(<module>)
        1    0.000    0.000    0.031    0.031 Image.py:1(<module>)
      268    0.002    0.000    0.031    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.031    0.031 _type_aliases.py:1(<module>)
       30    0.000    0.000    0.031    0.001 inspect.py:1235(getsourcelines)
    40004    0.030    0.000    0.030    0.000 {built-in method torch._C._dynamo.eval_frame.set_eval_frame}
    14802    0.015    0.000    0.030    0.000 typing.py:1304(__setattr__)
       20    0.000    0.000    0.030    0.002 _jit_internal.py:888(_overload)
     2276    0.012    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
